Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Antigua and Barbuda,ATG,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Austria,AUT,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Burundi,BDI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.5,0.7,0.9,1.1,1.3,1.5,1.7,1.8,1.8,1.8,1.7,1.5,1.3,1.1,0.9,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,
Belgium,BEL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,
Burkina Faso,BFA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.2,2.2,2.1,2,1.9,1.7,1.4,1.2,1,0.8,0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,
Bangladesh,BGD,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Bulgaria,BGR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.9,1.1,1.2,1.3,1.4,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,
Bosnia and Herzegovina,BIH,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,
Belize,BLZ,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.9,1.2,1.5,1.8,1.9,1.8,1.7,1.5,1.3,1.1,0.9,0.7,0.6,0.6,0.5,0.5,0.6,
Bermuda,BMU,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Brazil,BRA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Barbados,BRB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,
Brunei Darussalam,BRN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,7.6,10.6,14,17.4,20.6,23.3,25.1,25.9,25.9,25.3,24.1,22.7,21.1,19.4,17.8,16.3,14.9,13.7,12.8,12,11.4,11,10.7,10.4,10.1,9.8,
Central African Republic,CAF,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,3,3.5,4,4.5,4.9,5.1,5.2,5.2,4.9,4.6,4.2,3.8,3.3,2.9,2.5,2.2,2,1.8,1.7,1.6,1.6,1.6,1.6,1.6,1.6,1.6,
Canada,CAN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
China,CHN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2.1,2.3,2.6,2.8,2.9,3.1,3.1,3.1,3,2.9,2.7,2.5,2.3,2.1,1.9,1.7,1.6,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,
Cameroon,CMR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.5,1.8,2.1,2.4,2.7,2.9,3,3.1,3,3,2.9,2.8,2.7,2.5,2.4,2.3,2.2,2.1,2,2,2,1.9,1.9,1.9,1.9,1.9,
"Congo, Dem. Rep.",COD,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1,1,1,0.9,0.9,0.9,0.8,0.7,0.7,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,
"Congo, Rep.",COG,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,COL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Comoros,COM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.8,0.9,1,1.1,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.1,1,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,
Costa Rica,CRI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Caribbean small states,CSS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.43097598,0.612158429,0.729210706,0.823737058,0.941337849,0.985347247,1.025748342,1.06147364,1.044341511,1.014394305,1.018125574,1.009076889,0.969469671,0.930812465,0.92285554,0.867772341,0.856081793,0.794640735,0.766906204,0.757272892,0.696179188,0.680656137,0.664336532,0.660286804,0.648086262,0.655277844,
Cuba,CUB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Curacao,CUW,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.2,0.4,0.6,0.8,1.1,1.3,1.5,1.6,1.6,1.6,1.5,1.4,1.2,1.1,0.9,0.8,0.7,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,
Dominica,DMA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.8,1.1,1.3,1.5,1.7,1.8,1.8,1.8,1.8,1.7,1.6,1.5,1.4,1.2,1.1,1,0.8,0.7,0.6,0.5,0.4,0.4,0.4,0.3,0.3,0.3,
Algeria,DZA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
East Asia and Pacific (excluding high income),EAP,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia and Pacific,EAS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe and Central Asia (excluding high income),ECA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe and Central Asia,ECS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
"Egypt, Arab Rep.",EGY,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Euro area,EMU,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.4,0.6,0.7,0.9,1,1.1,1.2,1.2,1.1,1.1,1,0.8,0.7,0.6,0.5,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Spain,ESP,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Estonia,EST,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.07619914,1.211109687,1.341028048,1.452910198,1.551242087,1.629376045,1.660247506,1.644886683,1.63326599,1.568396318,1.496829617,1.401257924,1.304848134,1.204615433,1.122021081,1.024907878,0.956968752,0.890845739,0.835304821,0.795685026,0.743033324,0.721102271,0.670118726,0.654439209,0.635827849,0.61832166,
Finland,FIN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.8,1.1,1.4,1.7,2.1,2.6,2.9,3.3,3.5,3.7,3.8,3.8,3.7,3.5,3.3,3,2.7,2.4,2.1,1.9,1.7,1.5,1.4,1.3,1.2,1.1,
United Kingdom,GBR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Ghana,GHA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1,1.2,1.3,1.4,1.5,1.6,1.6,1.6,1.6,1.5,1.4,1.3,1.2,1.1,1,1,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.6,
Gibraltar,GIB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.4,0.5,0.7,0.9,1,1.1,1.2,1.2,1.1,1.1,1,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,
"Gambia, The",GMB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.2,0.2,0.2,0.3,0.5,0.6,0.8,1,1.1,1.2,1.3,1.3,1.3,1.3,1.2,1.1,1.1,1,0.9,0.9,0.8,0.7,0.7,0.7,0.6,
Guinea-Bissau,GNB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.1,1.3,1.6,1.9,2.3,2.8,3.2,3.6,3.8,4,4,3.8,3.4,2.9,2.4,1.9,1.4,1.1,
Greece,GRC,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Grenada,GRD,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,
Guam,GUM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.2,0.3,0.4,0.5,0.6,0.8,0.8,0.9,0.9,0.9,1,0.9,1,1,1,1.1,1.1,1,1,1,0.9,0.9,0.9,0.8,0.8,
High income,HIC,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.7,1.8,1.7,1.6,1.5,1.3,1.1,1,0.8,0.6,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,
Heavily indebted poor countries (HIPC),HPC,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.892349171,2.016578286,2.103689748,2.163283751,2.190388586,2.220641424,2.199324864,2.168287987,2.126715956,2.079320409,2.016908399,1.94418567,1.872596123,1.784103757,1.714714883,1.632383203,1.571716069,1.505308026,1.439259222,1.401288629,1.345358175,1.304132592,1.254428421,1.21940823,1.17378583,1.122073585,
Croatia,HRV,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,2,2.4,2.8,3.2,3.5,3.7,3.9,3.9,3.9,3.8,3.6,3.3,3,2.7,2.3,1.9,1.6,1.3,1.1,0.9,0.7,0.6,0.5,0.5,0.4,0.4,
Hungary,HUN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBRD only,IBD,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA and IBRD total,IBT,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.182619347,1.316171314,1.450115518,1.561143793,1.65731416,1.71258439,1.724649939,1.692660587,1.642595132,1.565892271,1.476572697,1.391221334,1.305091412,1.222910042,1.161985776,1.11050182,1.069281217,1.033865502,1.014072004,0.993977994,0.978880407,0.967046636,0.936247675,0.928378652,0.907269563,0.889830481,
IDA blend,IDB,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.73142324,0.827961258,0.947197489,1.056494512,1.182828516,1.263882218,1.318297569,1.331875847,1.325291914,1.283770501,1.207580543,1.148097164,1.074309732,1.00404824,0.945505721,0.911255571,0.869422076,0.830736024,0.822766084,0.798161965,0.797319567,0.792516585,0.764045343,0.766247774,0.752050674,0.754359283,
Indonesia,IDN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,
IDA only,IDX,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,1.477609711,1.633769991,1.775816097,1.886664143,1.962234408,1.999931569,1.984156218,1.922421622,1.844132481,1.744662472,1.646735796,1.544890463,1.450849813,1.361076487,1.298583096,1.236082193,1.195078912,1.161471201,1.133903723,1.116077805,1.091388547,1.074054523,1.040462371,1.02510703,0.998502895,0.968259634,
Isle of Man,IMN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not classified,INX,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Iraq,IRQ,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Jamaica,JAM,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,0.7,1,1.2,1.3,1.5,1.5,1.5,1.5,1.4,1.3,1.2,1.1,1,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,
