Country Name,Country Code,Series Name,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Algeria,DZA,"Population ages 15-19, male (% of male population)",11.23629409,11.30314084,11.39846334,11.51525144,11.64238586,11.77001747,11.86078406,11.95662689,12.04898219,12.12308115,12.1660555,12.2005136,12.18067825,12.10662197,11.98230432,11.80878697,11.56789692,11.29228175,10.9747508,10.6021807,10.17161351,9.653742622,9.117222601,8.586722591,8.100822981,7.687455869
Algeria,DZA,"Population ages 15-19, female (% of female population)",11.0591842,11.15919484,11.27284713,11.39395868,11.51680812,11.6374246,11.73289588,11.83822418,11.93935532,12.01694335,12.05710501,12.06631484,12.01875067,11.91728082,11.76927892,11.57770039,11.34859229,11.08520142,10.77738874,10.40984237,9.979613404,9.466239617,8.928034539,8.392544511,7.902455932,7.48882422
American Samoa,ASM,"Population ages 20-24, female (% of female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 20-24, male (% of male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 15-19, male (% of male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Population ages 15-19, female (% of female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 20-24, female (% of female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 20-24, male (% of male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 15-19, male (% of male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Population ages 15-19, female (% of female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Population ages 20-24, female (% of female population)",8.467353604,8.451888908,8.456708393,8.477854087,8.513711389,8.564441813,8.579397847,8.614099857,8.660329207,8.70596718,8.742543626,8.730307132,8.719622237,8.711335605,8.709759133,8.717755057,8.699196814,8.694080493,8.698555328,8.7083148,8.721343684,8.708190268,8.705193363,8.712329648,8.73066467,8.760813094
Angola,AGO,"Population ages 20-24, male (% of male population)",8.57663734,8.560916317,8.564382332,8.584731733,8.622258831,8.677994307,8.693630883,8.729945669,8.777386107,8.822629736,8.857132663,8.838818828,8.821504084,8.804551258,8.790667789,8.782887758,8.744710399,8.71711429,8.699398422,8.691250733,8.693187352,8.673174614,8.667804106,8.677083203,8.701951834,8.74301074
Angola,AGO,"Population ages 15-19, male (% of male population)",10.42737454,10.44960631,10.50274728,10.57169775,10.63898413,10.69556564,10.67984313,10.67029808,10.66617786,10.66585911,10.66563535,10.61697601,10.58669757,10.56855675,10.55746828,10.55184693,10.51277905,10.49116273,10.48763117,10.5035286,10.5378387,10.55199416,10.59269059,10.65254672,10.72247154,10.79624091
Angola,AGO,"Population ages 15-19, female (% of female population)",10.23602462,10.25758613,10.30558077,10.36627575,10.42450153,10.4730319,10.466468,10.46491655,10.4692733,10.48029443,10.49510675,10.47522939,10.47405918,10.48241951,10.49175178,10.4985775,10.47244303,10.45680033,10.45201814,10.45986053,10.48044038,10.48369689,10.50802383,10.54825697,10.59869032,10.65544367
Antigua and Barbuda,ATG,"Population ages 20-24, female (% of female population)",10.85675077,10.41182486,9.810455518,9.138044716,8.511633345,7.979554167,7.752555788,7.426070813,7.034931367,6.651433113,6.331692412,6.352576336,6.593614207,6.992629454,7.419512992,7.742593537,7.849531508,7.873693776,7.857223033,7.857840092,7.917425356,8.019103441,8.156950384,8.301951022,8.398120641,8.420789084
Antigua and Barbuda,ATG,"Population ages 20-24, male (% of male population)",11.11818517,10.69307588,10.11261554,9.45336804,8.816253324,8.266433271,7.894970021,7.466620326,7.002673645,6.548534056,6.162972728,6.215588902,6.4825134,6.916087933,7.378166388,7.725670226,7.810034316,7.79651782,7.731895601,7.704249951,7.755102041,7.852781144,8.005736857,8.189093616,8.366139466,8.496434186
Antigua and Barbuda,ATG,"Population ages 15-19, male (% of male population)",8.926716483,8.450283667,8.023043874,7.697923941,7.526748717,7.536065673,7.52872375,7.553508848,7.545935491,7.479247603,7.401609404,7.897009608,8.255054928,8.393817555,8.334833483,8.192355492,8.303484207,8.462738688,8.653351305,8.829807879,8.972388956,9.074060874,9.146054735,9.184812954,9.169601952,9.109344027
Antigua and Barbuda,ATG,"Population ages 15-19, female (% of female population)",8.536319122,8.090855567,7.701008866,7.414733561,7.281070969,7.332102797,7.420028581,7.54541838,7.649559516,7.68218171,7.684846133,8.09398855,8.38371434,8.49725365,8.458431583,8.380082526,8.471890502,8.611994548,8.7574363,8.856154051,8.873922296,8.822316292,8.702752648,8.529605753,8.353875651,8.195455778
Arab World,ARB,"Population ages 20-24, female (% of female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Population ages 20-24, male (% of male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Population ages 15-19, male (% of male population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Population ages 15-19, female (% of female population)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Population ages 20-24, female (% of female population)",7.425759044,7.446075616,7.491475875,7.566794355,7.678845219,7.828716617,8.013326929,8.241718585,8.467735419,8.624942849,8.676337493,8.64182005,8.501303361,8.302244769,8.117479182,7.989956283,7.905714261,7.87123413,7.869147589,7.869132553,7.853036518,7.83926219,7.81876915,7.787911528,7.742922184,7.682234027
Argentina,ARG,"Population ages 20-24, male (% of male population)",7.759183952,7.782568561,7.825864683,7.898159882,8.012581452,8.173936438,8.373300624,8.625084303,8.879571996,9.064799187,9.140613133,9.127256184,9.0046984,8.820908773,8.649300794,8.532913438,8.452186735,8.418840117,8.417063675,8.418629346,8.406664671,8.395094193,8.379321826,8.354231759,8.313508469,8.254090832
Argentina,ARG,"Population ages 15-19, male (% of male population)",8.771796555,8.970292669,9.230849075,9.499287642,9.694459142,9.772500092,9.740468466,9.603360865,9.406803981,9.222703051,9.093617112,9.013192347,8.970514877,8.95490284,8.945178022,8.927160401,8.898567527,8.875507692,8.847766544,8.801125304,8.729072597,8.640817434,8.524877589,8.399968112,8.29431092,8.223330221
Argentina,ARG,"Population ages 15-19, female (% of female population)",8.381746733,8.562785168,8.797229393,9.034062186,9.197737119,9.247957608,9.197142345,9.042665748,8.830236087,8.63216215,8.491709161,8.405541468,8.361638563,8.347065447,8.337011498,8.315171894,8.285015151,8.255750059,8.219734793,8.166822881,8.09267071,8.01078598,7.9043986,7.789941193,7.6925197,7.626231094
Armenia,ARM,"Population ages 20-24, female (% of female population)",7.787832768,7.326037202,6.965667037,6.716280648,6.569406629,6.513036752,6.641824586,6.858315901,7.137333633,7.444240769,7.752742839,8.032145917,8.266986906,8.462001355,8.640431621,8.822459276,8.995487548,9.194250341,9.384148687,9.491585282,9.460472972,9.342629237,9.165790162,8.967283249,8.744668461,8.449012206
Armenia,ARM,"Population ages 20-24, male (% of male population)",8.183789801,7.78139716,7.472827233,7.249523111,7.080711976,6.94592582,7.012820735,7.126480716,7.293180358,7.526449592,7.831403651,8.207512951,8.588112485,8.955119325,9.29411885,9.599243585,9.855692258,10.10377379,10.31170931,10.42963299,10.43187568,10.19302155,9.858151859,9.475101686,9.064514538,8.610078806
Armenia,ARM,"Population ages 15-19, male (% of male population)",8.371529819,8.236166762,8.148998695,8.119327062,8.161409916,8.28511864,8.591881937,8.957387501,9.36613613,9.789244246,10.19704072,10.4947766,10.74290756,10.92186385,10.99937605,10.95441898,10.77089622,10.48709971,10.12263326,9.713512551,9.293899418,8.740449455,8.145541476,7.533164375,6.950759844,6.428030934
Armenia,ARM,"Population ages 15-19, female (% of female population)",7.363079742,7.322675522,7.38688719,7.533493424,7.727586747,7.941760736,8.222895899,8.490468979,8.743214036,8.987083236,9.221579654,9.404884535,9.575088895,9.707920795,9.75686703,9.688075019,9.487610468,9.168367416,8.755217869,8.302512736,7.861100193,7.561933522,7.167293123,6.649884528,6.062135741,5.489985484
Aruba,ABW,"Population ages 20-24, female (% of female population)",6.922392989,7.093478527,7.145549981,7.037754907,6.811209363,6.527293274,6.38624864,6.213316214,5.9811873,5.724441731,5.532629967,5.583419689,5.730155524,5.914487437,6.06775466,6.161236823,6.102656206,5.863290376,5.480845293,5.05575648,4.71227826,4.932508436,5.320399216,5.787882722,6.214970501,6.513923029
Aruba,ABW,"Population ages 20-24, male (% of male population)",7.473251566,7.657135699,7.670656554,7.491566064,7.156234338,6.771832408,6.540182392,6.299156128,6.027893412,5.759247242,5.571773936,5.673774751,5.892052325,6.154311257,6.373070216,6.511960314,6.423281527,6.194175564,5.896617476,5.624068863,5.483298237,5.829697918,6.319176847,6.86762725,7.337249243,7.647594937
Aruba,ABW,"Population ages 15-19, male (% of male population)",7.417797495,7.215558548,6.941810856,6.688599548,6.520534937,6.426047451,6.386151928,6.447371567,6.613513958,6.81839251,7.001778954,7.120777708,7.160602396,7.1800298,7.221537022,7.308613949,7.176384688,7.182917203,7.335019068,7.57738785,7.807919402,7.969791752,7.989669591,7.91256786,7.808784374,7.718481013
Aruba,ABW,"Population ages 15-19, female (% of female population)",6.614378255,6.637709531,6.553954122,6.404411564,6.238882157,6.099837862,6.06941883,6.112435803,6.24483321,6.404832519,6.538756062,6.638341969,6.689557665,6.727014554,6.792868745,6.885639667,6.633897344,6.473735775,6.452706521,6.528782399,6.631050245,6.826021747,6.911668688,6.922834412,6.893436578,6.856954177
Australia,AUS,"Population ages 20-24, female (% of female population)",7.863776859,7.819765549,7.822879168,7.840777864,7.817794585,7.719808695,7.568957295,7.325836478,7.025686798,6.743325906,6.535266276,6.474900599,6.516180872,6.62954895,6.749763476,6.823897523,6.943955606,7.020087316,7.061596481,7.08214855,7.077989628,7.040724126,6.993561517,6.937877024,6.868564917,6.775147381
Australia,AUS,"Population ages 20-24, male (% of male population)",8.115907896,8.075568902,8.087982702,8.119671428,8.111490081,8.02727891,7.849774396,7.574440749,7.240226805,6.927609495,6.699592999,6.656601086,6.725014898,6.875156287,7.035609514,7.14603077,7.298400502,7.409733328,7.493387791,7.561675806,7.602411714,7.521813692,7.443211908,7.377822627,7.317303106,7.239693602
Australia,AUS,"Population ages 15-19, male (% of male population)",8.389639395,8.213420009,7.955071367,7.665023281,7.419650006,7.260034625,7.095039865,7.018026671,7.012610806,7.032879934,7.044692072,7.132991263,7.171351856,7.159942301,7.125964706,7.096025141,7.210434938,7.269846184,7.245245627,7.137687077,6.977644555,6.909690292,6.833832364,6.728679719,6.589253952,6.429485464
Australia,AUS,"Population ages 15-19, female (% of female population)",7.967977117,7.796406477,7.54243573,7.252772566,7.001902228,6.83326816,6.707857813,6.658029112,6.664133939,6.6808878,6.677422639,6.743598137,6.76623602,6.743961874,6.698110052,6.650595658,6.719966416,6.742116304,6.699166833,6.594976922,6.453929246,6.408240684,6.344980858,6.250617139,6.124574549,5.981762086
Austria,AUT,"Population ages 20-24, female (% of female population)",7.784983585,7.645351702,7.428042683,7.156226878,6.872654099,6.607848452,6.307374519,6.039028579,5.814403327,5.645861637,5.539842588,5.579290094,5.694975606,5.850112596,5.990686186,6.080075038,6.107075022,6.082580545,6.026321331,5.97457008,5.947321927,5.947851021,5.98503008,6.034993459,6.061183521,6.04091517
Austria,AUT,"Population ages 20-24, male (% of male population)",8.778178565,8.597234291,8.314773591,7.962548503,7.596353872,7.257934793,6.911459148,6.614516873,6.374784041,6.198242943,6.08696676,6.114760647,6.224244937,6.37715177,6.517590399,6.608079098,6.628290893,6.593550874,6.525136478,6.462929409,6.430192245,6.471896892,6.546897591,6.626023577,6.664879151,6.634573475
Austria,AUT,"Population ages 15-19, male (% of male population)",7.096599705,6.82770144,6.56884256,6.343695076,6.179110001,6.089970056,6.046828554,6.090569987,6.183109374,6.263778351,6.295561263,6.363236131,6.364320005,6.319859571,6.275203163,6.2591072,6.270585768,6.310671434,6.352747103,6.355098857,6.294835994,6.24324544,6.123733417,5.952727021,5.765982304,5.590659056
Austria,AUT,"Population ages 15-19, female (% of female population)",6.247751985,6.043523191,5.841952736,5.660015424,5.522977481,5.44875416,5.413019117,5.457748777,5.547807585,5.627516557,5.66262897,5.741988511,5.755671852,5.721240993,5.680083327,5.660444226,5.68267581,5.726532082,5.767628367,5.769307404,5.712566559,5.663804174,5.570414745,5.444542898,5.312991671,5.1946466
Azerbaijan,AZE,"Population ages 20-24, female (% of female population)",9.59646569,9.294747859,9.010983921,8.75423405,8.530637975,8.346534811,8.200536332,8.10161823,8.056523657,8.070381938,8.143741799,8.320338725,8.571169511,8.888297192,9.243612918,9.597937131,9.862334629,10.12651634,10.36977318,10.55019893,10.631514,10.52833543,10.2918027,9.953263592,9.543301593,9.075208302
Azerbaijan,AZE,"Population ages 20-24, male (% of male population)",9.294572779,9.165240969,9.130288069,9.134221777,9.090110894,8.958978527,8.690084052,8.384759209,8.118010136,7.974167866,7.990912879,8.273223812,8.615020228,8.97807922,9.323852443,9.632889964,9.965813938,10.26220907,10.48478885,10.60183153,10.60724883,10.49888389,10.31677723,10.10174985,9.860742059,9.568542858
Azerbaijan,AZE,"Population ages 15-19, male (% of male population)",10.36333847,10.08420037,9.737847309,9.396638487,9.157053045,9.070929607,9.082251227,9.241730884,9.518136474,9.859452677,10.22328793,10.55982618,10.85443936,11.09054841,11.24628362,11.3104767,11.2948793,11.18334122,10.97671861,10.67744788,10.3011622,9.888957326,9.386794948,8.82509039,8.260948605,7.73379554
Azerbaijan,AZE,"Population ages 15-19, female (% of female population)",9.097769135,8.899191398,8.749583544,8.653147931,8.616680696,8.645096146,8.730635753,8.877433018,9.076900587,9.313909206,9.572998392,9.930897902,10.26541788,10.53577608,10.70910824,10.77309939,10.77888095,10.69123162,10.49010188,10.17100539,9.752399487,9.196699054,8.563810471,7.904609148,7.285932826,6.74754033
"Bahamas, The",BHS,"Population ages 20-24, female (% of female population)",9.623379137,9.510386433,9.477355552,9.481794458,9.452729178,9.348411948,9.086614939,8.721196973,8.303509933,7.941080588,7.715617105,7.990770734,8.248871744,8.340899686,8.259040702,8.12111359,8.252624962,8.410782527,8.493164517,8.485443209,8.449856594,8.473147199,8.549380769,8.635762962,8.671398039,8.620028072
"Bahamas, The",BHS,"Population ages 20-24, male (% of male population)",10.13502355,10.00285708,9.956801819,9.95043389,9.907218231,9.78721867,9.474873599,9.066719647,8.622851507,8.251840994,8.027733172,8.326216909,8.596314062,8.687993968,8.599361786,8.458250107,8.619480575,8.793765476,8.877094513,8.856488664,8.808939333,8.839554091,8.937041592,9.050390532,9.109771709,9.073106019
"Bahamas, The",BHS,"Population ages 15-19, male (% of male population)",10.79795223,10.5611453,10.18491853,9.76735186,9.458321434,9.329865251,9.191678645,9.250494916,9.423781347,9.573168604,9.621149989,9.540753392,9.412163329,9.358101082,9.396493637,9.438916786,9.351236973,9.25788586,9.231708606,9.27174471,9.314072873,9.201478929,9.026527296,8.783184405,8.477704288,8.128681754
"Bahamas, The",BHS,"Population ages 15-19, female (% of female population)",10.2032127,9.995897093,9.657706267,9.279307597,9.001334807,8.889139729,8.761522378,8.812271031,8.970653774,9.107360269,9.152846316,9.083371896,8.963643698,8.90358923,8.921168104,8.942303128,8.868414313,8.783795363,8.750652134,8.769908431,8.787091807,8.670594262,8.49996846,8.264711217,7.968850665,7.625894922
Bahrain,BHR,"Population ages 20-24, female (% of female population)",9.58130932,9.50339324,9.559763249,9.700895324,9.831025217,9.834865609,9.50935024,9.285036196,9.202393947,9.218098037,9.202028551,9.26506739,9.271882491,9.270716757,9.255421599,9.15544025,9.632189075,9.919322307,10.0103871,9.942270403,9.721642398,9.321232285,8.962227496,8.63690134,8.369736964,8.178484808
Bahrain,BHR,"Population ages 20-24, male (% of male population)",8.35968704,8.567361816,8.785675982,8.902257388,8.860715559,8.644641031,8.600716226,8.632405379,8.67916818,8.681226628,8.565786679,9.177984239,9.768974391,10.27496997,10.59336427,10.60376554,11.15316308,11.11285734,10.57473462,9.765034728,8.866165123,8.9118284,9.101435126,9.225732537,9.213623214,9.090834541
Bahrain,BHR,"Population ages 15-19, male (% of male population)",6.660353425,6.960217139,7.074288135,6.99961553,6.793362509,6.558715178,6.994616291,7.266361086,7.264802034,7.009696299,6.650914822,7.490349228,7.828805561,7.632189359,7.063354291,6.370744949,6.515489532,6.377078015,6.020001478,5.501596388,4.909426113,5.422831762,5.802184431,5.991539674,5.969144812,5.779357479
Bahrain,BHR,"Population ages 15-19, female (% of female population)",8.755178216,8.957130448,9.027255341,8.91477838,8.685579441,8.466274605,8.780602351,9.022897125,9.01381413,8.729726788,8.313136549,8.531660592,8.566552564,8.400841896,8.123255275,7.853628519,8.346218314,8.548053651,8.423182493,8.018466396,7.459907819,7.47284603,7.536966523,7.604420267,7.640115252,7.646238756
Bangladesh,BGD,"Population ages 20-24, female (% of female population)",9.884417467,9.799643942,9.671368005,9.535040165,9.440213501,9.414322207,9.45281734,9.553474963,9.688734298,9.817156749,9.913304336,9.99537784,10.04135162,10.05108076,10.03791887,10.01612439,10.02336553,10.0137717,9.975646166,9.908061428,9.820977751,9.76115889,9.687713122,9.601280526,9.511591599,9.428808007
Bangladesh,BGD,"Population ages 20-24, male (% of male population)",9.712007544,9.658823234,9.57518723,9.482740486,9.413783174,9.388673977,9.411119035,9.477987481,9.573647109,9.673484518,9.761800651,9.823971125,9.872873615,9.905256479,9.923034529,9.932080362,9.909425712,9.867753655,9.80573846,9.730243211,9.655781188,9.628931965,9.595931811,9.558157114,9.520232655,9.487825979
Bangladesh,BGD,"Population ages 15-19, male (% of male population)",10.80433359,10.78857084,10.82362787,10.89131408,10.96289984,11.02212204,11.07142111,11.11097638,11.13740449,11.14786357,11.14027442,11.08750907,11.02795444,10.96630894,10.90372405,10.83887573,10.70901087,10.59242929,10.50195605,10.44120739,10.40502396,10.34704872,10.29051818,10.23893673,10.19077922,10.14064563
Bangladesh,BGD,"Population ages 15-19, female (% of female population)",10.77395872,10.77134809,10.84654504,10.96520717,11.07680677,11.1532967,11.2002564,11.21643418,11.20591209,11.17985663,11.14583976,11.08998152,11.02471273,10.95174795,10.87072753,10.78358961,10.67817241,10.56389411,10.44958242,10.34349159,10.25204851,10.1772328,10.10469296,10.03366811,9.960471138,9.88315072
Barbados,BRB,"Population ages 20-24, female (% of female population)",9.128738236,9.000177169,8.927375864,8.862661731,8.728164982,8.491972852,8.171279525,7.785226182,7.39228862,7.073621213,6.867332382,6.822964058,6.84926653,6.914093135,6.965524527,6.963882143,6.90453217,6.783744638,6.620486898,6.458651237,6.332691514,6.297179182,6.288132123,6.282811522,6.253261496,6.189585177
Barbados,BRB,"Population ages 20-24, male (% of male population)",10.04572404,9.841277411,9.708153487,9.591398529,9.416189929,9.149665467,8.814884303,8.428572542,8.050992205,7.749628575,7.561826008,7.506883874,7.503317506,7.521189682,7.518343935,7.471775573,7.376266873,7.245786369,7.094127547,6.950919281,6.837326495,6.785226125,6.753794891,6.730109043,6.700533775,6.651686053
Barbados,BRB,"Population ages 15-19, male (% of male population)",10.1718043,9.764181311,9.269393735,8.764880482,8.349924063,8.073511071,7.908067542,7.852073449,7.865438962,7.891234369,7.889661982,7.835310044,7.733433562,7.601511582,7.473342181,7.371422055,7.286127649,7.232206177,7.203071467,7.175408008,7.138490898,7.08162477,7.004813032,6.925013474,6.865451868,6.840412407
Barbados,BRB,"Population ages 15-19, female (% of female population)",9.285708997,8.921189393,8.455771452,7.967598871,7.562657008,7.29317456,7.130126069,7.075903971,7.091882569,7.115142317,7.108416548,7.102337352,7.037771951,6.930343302,6.81550868,6.723143222,6.647928291,6.612444989,6.60384554,6.590530902,6.55343144,6.486923404,6.388452877,6.280771428,6.19023415,6.129465884
Belarus,BLR,"Population ages 20-24, female (% of female population)",6.377383361,6.306458954,6.328045604,6.404934642,6.481345445,6.530351921,6.585495231,6.601295291,6.600310302,6.621091516,6.687900743,6.816089635,6.971663411,7.129873683,7.258942715,7.342902216,7.415401944,7.473504721,7.503259917,7.477064085,7.373646655,7.223867839,6.998597961,6.716049849,6.402209316,6.065957971
Belarus,BLR,"Population ages 20-24, male (% of male population)",7.096838306,7.009872541,7.064833737,7.2082483,7.355240798,7.457336129,7.532770833,7.563561818,7.590315822,7.660784163,7.794183579,7.957647919,8.149362682,8.348047594,8.524591466,8.662724275,8.793370988,8.916210146,9.008704718,9.029961552,8.950344214,8.786875195,8.518671496,8.170609899,7.781540302,7.368683881
Belarus,BLR,"Population ages 15-19, male (% of male population)",7.616645066,7.653961013,7.658704658,7.660352318,7.702976343,7.807755999,7.956930214,8.143991945,8.353028207,8.555503956,8.726214768,8.814272713,8.875402931,8.894352153,8.843005124,8.704242228,8.505616541,8.213063582,7.850119931,7.462392591,7.082902382,6.70724822,6.29325338,5.853240925,5.43642322,5.101088041
Belarus,BLR,"Population ages 15-19, female (% of female population)",6.670041772,6.672546437,6.655142499,6.647964674,6.687808218,6.786933699,6.888846566,7.020486205,7.171442133,7.315196112,7.427399725,7.479319772,7.496064549,7.469172196,7.382618455,7.227859237,7.03747453,6.774122627,6.456963495,6.122145859,5.79629126,5.495267319,5.160258013,4.798226754,4.450669279,4.169374596
Belgium,BEL,"Population ages 20-24, female (% of female population)",6.969484655,6.818849562,6.679179629,6.54747427,6.418660014,6.289869941,6.193059527,6.110819315,6.041432614,5.984049263,5.935134525,5.917984777,5.914641988,5.920655687,5.928680459,5.929418101,5.952787015,5.961630582,5.957465067,5.948867048,5.9405477,5.941453382,5.958665338,5.974676402,5.965634802,5.917989802
Belgium,BEL,"Population ages 20-24, male (% of male population)",7.585890243,7.416571309,7.255979752,7.101264923,6.948447878,6.796837262,6.674011327,6.564191275,6.467655816,6.386759592,6.321906623,6.296312971,6.288094916,6.291183521,6.295938332,6.293646778,6.308340251,6.311930323,6.306777507,6.30038803,6.297179037,6.316726177,6.347963031,6.373786745,6.36919559,6.320140613
Belgium,BEL,"Population ages 15-19, male (% of male population)",6.819770385,6.689247405,6.558893842,6.435528933,6.330682944,6.252787696,6.226225294,6.218860497,6.219050729,6.214273527,6.201374201,6.224336408,6.232386434,6.225391829,6.211400993,6.199138399,6.226213161,6.257043309,6.277907468,6.268997339,6.221466654,6.162774059,6.064271017,5.938037677,5.809146383,5.699158911
Belgium,BEL,"Population ages 15-19, female (% of female population)",6.233549055,6.127689055,6.020184843,5.914718046,5.821032515,5.747743725,5.737651047,5.736460846,5.731208945,5.713215452,5.684932264,5.718531783,5.735881951,5.732625932,5.715918631,5.697368685,5.736467107,5.774284557,5.796910947,5.786339565,5.736392221,5.690383461,5.61078481,5.504349808,5.391451275,5.292058959
